slice,probe,cls,bg,mean,SN,pct_pos,above_bg
3,Pecam1,panel,0.023859072939498585,0.21341625388690094,8.944867825672778,14.460052814975702,88.82040495746749
3,Cx3cr1,panel,0.023859072939498585,0.14749128865415567,6.181769468921172,10.381736643905183,83.82340193972783
3,Csf1r,panel,0.023859072939498585,0.10156726096535774,4.256965944272445,7.342531681172555,76.5090909090909
4,GFAP,custom,0.018436298662623855,0.13798479487089654,7.484408741470157,8.81477069684336,86.63889113298787
4,tdTomato,custom,0.018436298662623855,0.3144203482465053,17.054418243068152,18.447605367340504,94.13641681734612
4,Ccl2,custom,0.018436298662623855,0.17647058823529413,9.571909821197202,12.043233016851767,89.55276409117981
4,TMEM119,custom,0.018436298662623855,0.13043478260869565,7.07488986784141,9.179133237571383,85.86550435865504
4,Lyve1,custom,0.018436298662623855,0.10580527624986862,5.738965189600069,7.634095925445819,82.57525586995786
4,Trem2,custom,0.018436298662623855,0.0612584521598991,3.322708819210504,4.741968258417125,69.90407362154573
4,Cxcl13,custom,0.018436298662623855,0.05784255334057387,3.137427658287985,4.247976736853168,68.12675513462916
4,GFP,custom,0.018436298662623855,0.03890621168062222,2.110304914917509,3.0708054514241674,52.61348287012403
4,Meg3,panel,0.018436298662623855,1.8957888098658164,102.82914399239873,34.237816627544404,99.02751305595433
4,Pecam1,panel,0.018436298662623855,0.1888729285639211,10.244622959315885,12.68612269207862,90.23878180806393
4,Cx3cr1,panel,0.018436298662623855,0.11945135409732684,6.4791396734905415,8.317275689310865,84.56585209774828
4,Csf1r,panel,0.018436298662623855,0.08019479381985076,4.34983156258098,5.870090740286585,77.01060407482426
5,GFAP,custom,0.02122683383336669,0.22851577058972614,10.765419486655599,14.728990354272991,90.71099829189599
5,tdTomato,custom,0.02122683383336669,0.17725576333431067,8.35055122802537,11.747312763070928,88.02474264640293
5,Ccl2,custom,0.02122683383336669,0.28618638466622603,13.482292597795087,19.060870948024387,92.58286383605454
5,TMEM119,custom,0.02122683383336669,0.2690317995915102,12.674136976971866,17.967092218318435,92.10991642415622
5,Lyve1,custom,0.02122683383336669,0.2117140173633025,9.973885838334823,14.498407287220033,89.97381746483923
5,Trem2,custom,0.02122683383336669,0.1380168862340915,6.50200059592219,10.019430598969334,84.62011829671067
5,Cxcl13,custom,0.02122683383336669,0.11551515934581993,5.441940152385817,8.48386663950027,81.62420070787462
5,GFP,custom,0.02122683383336669,0.02433545860686084,1.1464478780913463,1.9877850608013756,12.774054615998665
5,Meg3,panel,0.02122683383336669,0.8066829333744142,38.00297961094794,25.126100114794585,97.3686273807017
5,Pecam1,panel,0.02122683383336669,0.2807696703755423,13.227110203039203,18.604177330305273,92.43976964998575
5,Cx3cr1,panel,0.02122683383336669,0.29996670460023156,14.131485974545608,18.956015286067117,92.92360335069323
5,Csf1r,panel,0.02122683383336669,0.15790964523006126,7.439152087855956,11.062023863359654,86.55760780005494
6,GFAP,custom,0.021039064076681463,0.21703805985520624,10.315956026568655,14.299718498966305,90.30627895830004
6,tdTomato,custom,0.021039064076681463,0.1875681819915626,8.915234123910142,12.093101317485868,88.78324465626699
6,Ccl2,custom,0.021039064076681463,0.33181266830939177,15.77126563710382,21.50965418856755,93.65935478477148
6,TMEM119,custom,0.021039064076681463,0.2986123295927008,14.19323257462133,19.301892693942005,92.95438868670354
6,Lyve1,custom,0.021039064076681463,0.21576024350983727,10.25522060883754,14.519045185111723,90.24886896008614
6,Trem2,custom,0.021039064076681463,0.22637565511927557,10.759777825391856,15.055728050166689,90.7061278008909
6,Cxcl13,custom,0.021039064076681463,0.12742689746191344,6.056680895950422,9.032826529755956,83.48930681375977
6,GFP,custom,0.021039064076681463,0.019392293432405422,0.921727951477593,1.5280394864322604,0.0
6,Meg3,panel,0.021039064076681463,0.6499927526834143,30.89456595190612,26.692629860470085,96.7631848217039
6,Pecam1,panel,0.021039064076681463,0.29046481999954227,13.805976299177559,19.025731788256294,92.75675998328656
6,Cx3cr1,panel,0.021039064076681463,0.32729263138622094,15.556425428114649,20.350464972574628,93.57178803947639
6,Csf1r,panel,0.021039064076681463,0.15587070787211157,7.408633164669624,10.992653509608417,86.50223357300492
